,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
195,edible,flat,fibrous,gray,False,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,solitary,urban
196,edible, bell,smooth,yellow,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
197,edible,convex,smooth,white,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
198,edible,convex,scaly,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
199,edible,flat,smooth,white,True,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
200,edible,convex,scaly,yellow,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
201,edible, bell,smooth,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
202,edible,convex,smooth,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
203,edible,convex,fibrous,white,False,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,p,white,1,evanescent,black,scattered,grasses
204,edible,flat,scaly,brown,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,solitary,paths
205,poisonous,convex,smooth,white,True,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,several,urban
206,edible, bell,smooth,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
207,edible, bell,smooth,white,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,meadows
208,edible, bell,scaly,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
209,edible, bell,scaly,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
210,edible,convex,smooth,yellow,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
211,edible, bell,smooth,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,meadows
212,edible,convex,fibrous,yellow,True,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
213,edible,convex,fibrous,gray,False,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,solitary,urban
214,edible,flat,scaly,yellow,True,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,scattered,grasses
215,edible, bell,smooth,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,meadows
216,edible,convex,smooth,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
217,edible,convex,scaly,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
218,edible,convex,scaly,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
219,edible,sunken,fibrous,gray,False,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,several,urban
220,edible,convex,smooth,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
221,poisonous,convex,smooth,white,True,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
222,edible,convex,scaly,yellow,True,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,scattered,grasses
223,edible,flat,fibrous,white,True,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
224,edible,convex,scaly,white,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,meadows
225,edible, bell,scaly,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
226,edible,convex,smooth,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
227,edible,convex,smooth,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
228,poisonous,convex,scaly,brown,True,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,several,urban
229,edible, bell,smooth,yellow,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
230,edible,convex,fibrous,gray,False,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,solitary,urban
231,poisonous,convex,scaly,white,True,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,scattered,urban
232,edible,convex,scaly,yellow,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,solitary,paths
233,edible,flat,fibrous,brown,False,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,several,urban
234,edible, bell,smooth,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
235,edible,convex,fibrous,white,True,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
236,edible,convex,scaly,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
237,edible, bell,scaly,yellow,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
238,edible,convex,scaly,yellow,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,scattered,grasses
239,edible,flat,scaly,yellow,True,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,scattered,paths
240,edible,flat,scaly,yellow,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,solitary,paths
241,edible,convex,smooth,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
242,edible,convex,smooth,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
243,poisonous,convex,smooth,white,True,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,several,urban
244,edible,flat,fibrous,white,True,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,purple,several,woods
245,edible,convex,smooth,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
246,edible,convex,smooth,white,True,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,purple,several,woods
247,edible,convex,scaly,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,meadows
248,edible,flat,scaly,yellow,True,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,solitary,paths
249,edible,convex,smooth,brown,False,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,p,white,1,evanescent,black,scattered,grasses
250,edible,flat,scaly,yellow,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,solitary,grasses
251,poisonous,convex,smooth,brown,True,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
252,edible,sunken,fibrous,brown,False,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,several,urban
253,edible, bell,scaly,yellow,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
254,edible, bell,smooth,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
255,edible, bell,scaly,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
256,edible,flat,fibrous,brown,False,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,several,urban
257,edible,convex,smooth,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,meadows
258,edible, bell,scaly,white,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,grasses
259,edible, bell,scaly,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
260,edible,flat,scaly,brown,True,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,scattered,grasses
261,poisonous,convex,scaly,white,True,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,several,grasses
262,edible,convex,smooth,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,grasses
263,edible,convex,scaly,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
264,edible,flat,fibrous,white,True,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,purple,several,woods
265,edible,flat,fibrous,gray,False,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,several,urban
266,edible,flat,smooth,gray,False,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,p,white,1,evanescent,black,abundant,grasses
267,edible,convex,scaly,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
268,edible, bell,smooth,white,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,meadows
269,poisonous,flat,scaly,brown,True,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,scattered,urban
270,edible,convex,smooth,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,meadows
271,poisonous,flat,smooth,brown,True,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,several,urban
272,edible,convex,scaly,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
273,edible,convex,scaly,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
274,edible,flat,scaly,yellow,True,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,scattered,paths
275,edible,convex,scaly,brown,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,scattered,paths
276,edible,flat,scaly,brown,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,solitary,grasses
277,edible,convex,scaly,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
278,edible,flat,fibrous,brown,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,p,white,1,evanescent,black,scattered,grasses
279,edible,convex,smooth,yellow,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
280,poisonous,convex,scaly,white,True,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
281,edible, bell,scaly,yellow,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
282,edible,sunken,fibrous,brown,False,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,several,urban
283,edible,convex,smooth,yellow,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,meadows
284,edible, bell,scaly,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,numerous,meadows
285,edible,flat,scaly,brown,True,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,black,scattered,grasses
286,edible, bell,scaly,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,meadows
287,edible, bell,scaly,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
288,edible,convex,scaly,brown,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,p,white,1,pendant,brown,solitary,paths
289,edible,flat,fibrous,gray,False,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,brown,solitary,urban
290,edible,convex,fibrous,gray,False,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,solitary,urban
291,edible, bell,scaly,yellow,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
292,edible,convex,smooth,yellow,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,meadows
293,edible, bell,scaly,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,scattered,grasses
294,edible,convex,smooth,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,meadows
295,edible, bell,smooth,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,brown,numerous,meadows
296,edible,convex,smooth,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,meadows
297,edible,convex,fibrous,gray,False,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,p,white,1,evanescent,black,scattered,grasses
298,edible,flat,smooth,yellow,True,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
299,poisonous,convex,scaly,white,True,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
300,edible,convex,fibrous,white,False,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,p,white,1,evanescent,black,abundant,grasses
301,edible, bell,scaly,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,p,white,1,pendant,black,scattered,grasses
302,edible,convex,smooth,yellow,True,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,p,white,1,pendant,brown,several,woods
