BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5615,65,,A2,19615 48TH AVE,,11365,1,0,1,"3,600",1425,1930,1,A2,$   - 0,01/02/2019
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,7407,50,,A0,53-19 198TH STREET,,11365,1,0,1,"4,000",1440,1945,1,A0,"$   980,000",01/02/2019
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4696,6,,B2,24-31 150TH STREET,,11357,2,0,2,"3,800",1984,1955,1,B2,$   - 0,01/02/2019
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5220,14,,B1,47-14 BURLING ST,,11355,2,0,2,"2,500",2878,1975,1,B1,$   - 0,01/02/2019
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5613,67,,B3,47-60 195TH STREET,,11358,2,0,2,"4,800",2184,1955,1,B3,$   - 0,01/02/2019
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,2,5180,15,,D4,"42-45 KISSENA BOULEVARD, 6B",,11355,0,0,0,0,0,1956,2,D4,$   - 0,01/02/2019
4,FLUSHING-NORTH,43 CONDO OFFICE BUILDINGS,4,5055,1003,,RB,"149-23 SANFORD AVENUE, C-C",C-C,11355,0,1,1,0,0,2004,4,RB,"$   200,000",01/02/2019
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS,1,6610,40,,B2,138-59 78TH DRIVE,,11367,2,0,2,"6,000",2716,1940,1,B2,$   - 0,01/02/2019
4,FLUSHING-SOUTH,08 RENTALS - ELEVATOR APARTMENTS,2,6793,226,,D7,71-66 PARSONS BOULEVARD,,11365,55,1,56,"12,465",68961,2016,2,D7,$   - 0,01/02/2019
4,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS,2,8489,1,,D4,"27010 GRAND CENTRAL PARKWAY, 14R",,11005,0,0,0,0,0,1972,2,D4,"$   390,000",01/02/2019
4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10918,33,,A5,208-03 HOLLIS AVENUE,,11429,1,0,1,"1,710",1831,1945,1,A5,"$   430,000",01/02/2019
4,HOLLIS,03 THREE FAMILY DWELLINGS,1,10816,39,,C0,188-23 WOODHULL AVENUE,,11423,3,0,3,"2,563",3597,2017,1,C0,"$   1,099,710",01/02/2019
4,HOLLIS,03 THREE FAMILY DWELLINGS,1,10816,41,,C0,188-21 WOODHULL AVENUE,,11423,3,0,3,"3,688",3597,2017,1,C0,"$   1,250,000",01/02/2019
4,HOLLIS,22 STORE BUILDINGS,4,10460,56,,K1,195-41 JAMAICA AVENUE,,11423,0,1,1,"1,596",1080,1931,4,K1,$   - 0,01/02/2019
4,HOLLISWOOD,01 ONE FAMILY DWELLINGS,1,10503,93,,A1,188-10 MC LAUGHLIN AVENUE,,11423,1,0,1,"7,015",1638,1955,1,A1,$   - 0,01/02/2019
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,13962,98,,A2,157-43 82ND STREET,,11414,1,0,1,"5,000",1000,1950,1,A2,"$   700,000",01/02/2019
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14253,1518,,A1,102-33 164TH ROAD,,11414,1,0,1,"2,400",1540,2005,1,A1,"$   448,000",01/02/2019
4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1103,57,,A5,24-27 92ND STREET,,11369,1,0,1,"1,800",1782,1940,1,A5,"$   670,000",01/02/2019
4,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1282,175,,D4,"70-35 BROADWAY, B-4",,11372,0,0,0,0,0,1927,2,D4,$   - 0,01/02/2019
4,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1440,1,,D4,"33-24 93RD STREET, 3T",,11372,0,0,0,0,0,1958,2,D4,"$   102,500",01/02/2019
4,KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3317,24,,A3,80-46 GRENFELL STREET,,11415,1,0,1,"7,000",3203,1920,1,A3,"$   1,390,000",01/02/2019
4,KEW GARDENS,01 ONE FAMILY DWELLINGS,1,9238,40,,A1,84-27 122ND STREET,,11415,1,0,1,"4,500",1710,1930,1,A1,$   - 0,01/02/2019
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,12908,45,,A1,13035 230 STREET,,11413,1,0,1,"3,700",1535,1945,1,A1,"$   540,000",01/02/2019
4,LONG ISLAND CITY,10 COOPS - ELEVATOR APARTMENTS,2,18,1,,D4,"4-74 48TH AVENUE, 29FG",,11109,0,0,0,0,0,1996,2,D4,$   - 0,01/02/2019
4,MASPETH,01 ONE FAMILY DWELLINGS,1,2716,53,,S1,65-05 GRAND AVENUE,,11378,1,1,2,"2,323",1892,1922,1,S1,$   - 0,01/02/2019
4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,1,2970,9,,A5,82-44 62ND AVENUE,,11379,1,0,1,"2,300",1560,1935,1,A5,$   - 0,01/02/2019
4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11351,49,,A1,132-13 88TH STREET,,11417,1,0,1,"1,917",1315,1930,1,A1,$   - 0,01/02/2019
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS,1,10738,33,,B1,91-44 222ND STREET,,11428,2,0,2,"2,500",2750,1945,1,B1,"$   350,000",01/02/2019
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS,1,11135,144,,B3,113-16 DELEVAN STREET,,11429,2,0,2,"4,770",1810,1930,1,B3,"$   667,500",01/02/2019
4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS,2,7914,2,,C6,"86-63 SPRINGFIELD BLVD, 17-13",,11427,0,0,0,0,0,1951,2,C6,"$   187,000",01/02/2019
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2,3157,101,,D4,"66-15 WETHEROLE STREET, C19",,11374,0,0,0,0,0,1950,2,D4,"$   355,000",01/02/2019
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS,1,9328,49,,A1,87-92 LEFFERTS BOULEVARD,,11418,1,0,1,"2,325",1248,1915,1,A1,$   - 0,01/02/2019
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS,1,9548,50,,A9,107-63 110TH STREET,,11419,1,0,1,"2,685",1314,1930,1,A9,$   - 0,01/02/2019
4,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS,2A,3433,64,,C2,1717 GREENE AVENUE,,11385,6,0,6,"2,500",4875,1930,2,C2,$   - 0,01/02/2019
4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13619,18,,A2,138-15 249 ST,,11422,1,0,1,"4,000",1050,1945,1,A2,$   - 0,01/02/2019
4,ROSEDALE,07 RENTALS - WALKUP APARTMENTS,2A,13651,106,,C3,147-64 WELLER LANE,,11422,4,0,4,"5,222",6080,2005,2,C3,"$   100,000",01/02/2019
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,1,12352,463,,A1,170-08 116TH AVENUE,,11434,1,0,1,"2,500",1280,1925,1,A1,"$   520,000",01/02/2019
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS,1,12047,63,,B3,123-18 145 STREET,,11436,2,0,2,"3,000",896,1920,1,B3,"$   760,000",01/02/2019
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,1,11936,56,,A5,143-05 110 AVENUE,,11435,1,0,1,"2,435",1426,1950,1,A5,"$   480,000",01/02/2019
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10133,46,,B2,107-26 155 STREET,,11433,2,0,2,"2,101",2108,1993,1,B2,"$   515,000",01/02/2019
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,1,12985,48,,A1,132-34 BENNETT COURT,,11434,1,0,1,"3,000",900,1920,1,A1,"$   570,000",01/02/2019
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13089,10,,B2,179-09 144TH ROAD,,11434,2,0,2,"3,936",2067,1955,1,B2,$   - 0,01/02/2019
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13333,30,,B3,145-49 178TH PLACE,,11434,2,0,2,"4,200",2522,1950,1,B3,"$   915,000",01/02/2019
4,WOODSIDE,03 THREE FAMILY DWELLINGS,1,1341,72,,C0,43-06 65 STREET,,11377,3,0,3,"1,800",2317,1935,1,C0,"$   975,000",01/02/2019
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5708,35,,A2,17 RATHBUN AVENUE,,10312,1,0,1,"4,000",2278,1970,1,A2,"$   552,000",01/02/2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5442,145,,A9,257 DOANE AVENUE,,10308,1,0,1,"2,500",1392,1977,1,A9,"$   505,000",01/02/2019
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,1,760,89,,A5,162 SOUTH GANNON AVENUE,,10314,1,0,1,760,736,1988,1,A5,"$   357,500",01/02/2019
5,NEW BRIGHTON-ST. GEORGE,13 CONDOS - ELEVATOR APARTMENTS,2,1,1005,,R4,"80 BAY STREET LANDING, 1A",1A,10301,1,0,1,0,900,1985,2,R4,"$   100,000",01/02/2019
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS,1,1116,118,,B2,36 RIVERSIDE LANE,,10302,2,0,2,"3,713",1550,0,1,B2,"$   560,038",01/02/2019
5,ROSEBANK,27 FACTORIES,4,2823,31,,F5,100 EDGEWATER STREET,,10305,0,1,1,"5,470",4080,1931,4,F5,$   - 0,01/02/2019
5,ROSSVILLE,04 TAX CLASS 1 CONDOS,1A,7038,1037,,R3,"567 CORRELL AVENUE, N/A",,10309,1,0,1,"207,635",743,1983,1,R3,"$   302,500",01/02/2019
5,TODT HILL,01 ONE FAMILY DWELLINGS,1,894,155,,A3,5 CROMWELL CIRCLE,,10304,1,0,1,"9,927",5048,2004,1,A3,"$   2,425,000",01/02/2019
5,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS,1,198,117,,B2,94 BARKER STREET,,10310,2,0,2,"3,729",3367,2004,1,B2,$   - 0,01/02/2019
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS,1,1448,1,,A2,479 MAINE AVENUE,,10314,1,0,1,"3,920",1850,1974,1,A2,"$   670,000",01/02/2019
1,CHELSEA,02 TWO FAMILY DWELLINGS,1,746,10,,B9,353 WEST 22ND STREET,,10011,2,0,2,"1,234",3300,1901,1,B9,"$   4,800,000",01/03/2019
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,774,1112,,R4,"252 SEVENTH AVENUE, 7C",7C,10001,1,0,1,0,992,0,2,R4,"$   1,600,000",01/03/2019
1,CHELSEA,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,797,1903,,R1,"117 WEST 21ST STREET, 3",3,10011,1,0,1,"4,337",2890,2016,2,R1,"$   5,243,947",01/03/2019
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1104,,R4,"50 BAYARD STREET, 6H",6H,10013,1,0,1,0,610,0,2,R4,"$   150,000",01/03/2019
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,431,31,,D4,"141 EAST 3RD STREET, 10-I",,10009,0,0,0,0,0,1929,2,D4,"$   849,000",01/03/2019
1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,2,851,1066,,R4,"5 EAST 22ND STREET, 29B",29-B,10010,1,0,1,0,585,1983,2,R4,"$   1,200,000",01/03/2019
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS,2,877,42,,D4,"39 GRAMERCY PARK NORTH, 3F",,10010,0,0,0,0,0,1956,2,D4,"$   840,000",01/03/2019
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS,2,901,52,,D4,"210 EAST 21ST STREET, 3B",,10010,0,0,0,0,0,1910,2,D4,"$   740,000",01/03/2019
1,GRAMERCY,13 CONDOS - ELEVATOR APARTMENTS,2,870,1135,,R4,"1 IRVING PLACE, P10H",P10H,10003,1,0,1,"76,503",459,1987,2,R4,$   - 0,01/03/2019
1,GRAMERCY,13 CONDOS - ELEVATOR APARTMENTS,2,870,1615,,R4,"1 IRVING PLACE, V14G",V14G,10003,1,0,1,"76,503",534,1987,2,R4,$   - 0,01/03/2019
1,GRAMERCY,13 CONDOS - ELEVATOR APARTMENTS,2,882,1215,,R4,"88 LEXINGTON AVENUE, 405",405,10016,1,0,1,"11,282",2137,1927,2,R4,"$   3,779,800",01/03/2019
1,GRAMERCY,17 CONDO COOPS,2,881,1016,,R9,"61 LEXINGTON AVENUE, 3A",,10010,0,0,0,0,0,0,2,R9,"$   351,000",01/03/2019
1,GREENWICH VILLAGE-WEST,09 COOPS - WALKUP APARTMENTS,2,626,4,,C6,"815 GREENWICH STREET, 2D",,10014,0,0,0,0,0,1947,2,C6,"$   815,000",01/03/2019
1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,2,1823,1007,,R4,"66 ST NICHOLAS AVENUE, 2A",2A,10026,1,0,1,0,1137,1915,2,R4,"$   985,000",01/03/2019
1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,2,1848,1307,,R4,"2131 FREDRICK DOUGLASS BL, 3D/4D",3D/4D,10026,1,0,1,"1,226",2104,2007,2,R4,$   - 0,01/03/2019
1,MIDTOWN CBD,10 COOPS - ELEVATOR APARTMENTS,2,1303,41,,D4,"150 EAST 49TH STREET, 1E",,10017,0,0,0,0,0,1923,2,D4,"$   570,000",01/03/2019
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,2,1341,1,,D4,"301 EAST 48TH STREET, 18F",,10017,0,0,0,0,0,1964,2,D4,"$   1,200,000",01/03/2019
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,2,1368,13,,D4,"433 EAST 56TH STREET, 12B",,10022,0,0,0,0,0,1967,2,D4,"$   1,151,000",01/03/2019
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,2,1341,1307,,R4,"321 EAST 48TH STREET, 11A",11A,10017,1,0,1,0,513,1962,2,R4,$   - 0,01/03/2019
1,MIDTOWN EAST,17 CONDO COOPS,2,1331,1203,,R9,"225 EAST 57TH ST, 11C",,10022,0,0,0,0,0,1964,2,R9,"$   655,000",01/03/2019
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,2,1030,1008,,R4,"220 CENTRAL PARK SOUTH, 18K",18K,10019,1,0,1,0,472,2015,2,R4,"$   1,781,938",01/03/2019
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,2,1030,1054,,R4,"220 CENTRAL PARK SOUTH, 33A",33A,10019,1,0,1,0,3703,2015,2,R4,"$   30,191,113",01/03/2019
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,2,1042,1229,,R4,"310 WEST 52ND STREET, 25C",25C,10019,1,0,1,0,729,2005,2,R4,$   - 0,01/03/2019
1,MIDTOWN WEST,26 OTHER HOTELS,4,1009,37,,H3,102 WEST 57TH STREET,,10019,0,2,2,"7,532",112850,2007,4,H3,"$   20,000",01/03/2019
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1302,,RH,"1335 AVENUE OF THE AMERICAS, TIMES",TIMES,10019,0,1,1,"91,625",44812,1963,4,RH,$   - 0,01/03/2019
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1517,,RS,"310 WEST 52ND STREET, SU202",SU202,10019,0,1,1,0,0,2005,4,RS,$   - 0,01/03/2019
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS,2,222,1013,,R4,"181 HUDSON STREET, 6D",6D,10013,1,0,1,"7,878",1840,1909,2,R4,"$   2,800,000",01/03/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1384,1,,D4,"880 5TH AVENUE, 10G",,10021,0,0,0,0,0,1948,2,D4,"$   1,700,000",01/03/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1466,37,,D4,"420 EAST 72ND STREET, 14-J",,10021,0,0,0,0,0,1962,2,D4,"$   1,625,000",01/03/2019
1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,2,1375,1411,,R4,"520 PARK AVENUE, 16",16,10022,1,0,1,0,4613,2015,2,R4,"$   16,295,000",01/03/2019
1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,2,1400,1005,,R4,"181 EAST 65TH STREET, 4C",4C,10065,1,0,1,0,1606,0,2,R4,"$   2,750,000",01/03/2019
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,2C,1492,61,,D4,"18 EAST 81ST STREET, 5B",,10028,0,0,0,0,0,1930,2,D4,"$   320,000",01/03/2019
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,2,1544,19,,D4,"345 EAST 81 STREET, 16F",,10028,0,0,0,0,0,1963,2,D4,"$   1,030,000",01/03/2019
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,2,1565,29,,D4,"444 EAST 86TH STREET, 27F",,10028,0,0,0,0,0,1973,2,D4,"$   1,150,000",01/03/2019
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,2,1568,15,,D4,"439 EAST 88TH ST, 4C",,10128,0,0,0,0,0,1915,2,D4,"$   805,000",01/03/2019
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,2,1585,23,,D4,"180 EAST END AVENUE, 4H",,10128,0,0,0,0,0,1960,2,D4,"$   1,725,000",01/03/2019
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1163,61,,D4,"260 WEST END AVENUE, 4D",,10023,0,0,0,0,0,1925,2,D4,"$   999,999",01/03/2019
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1186,52,,D4,"60 RIVERSIDE DRIVE, 7C",,10024,0,0,0,0,0,1965,2,D4,$   - 0,01/03/2019
1,UPPER WEST SIDE (59-79),15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,1128,1006,,R1,"44 WEST 76TH STREET, 6",6,10023,1,0,1,0,2679,1900,2,R1,"$   4,580,000",01/03/2019
1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS,2C,1211,48,,C6,"134 WEST 81ST STREET, 2F",,10024,0,0,0,0,0,1900,2,C6,"$   560,000",01/03/2019
1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1222,1034,,R4,"165 WEST 91ST STREET, 5F",5F,10024,1,0,1,0,1749,1926,2,R4,$   - 0,01/03/2019
1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1227,1011,,R4,"207 WEST 79TH STREET, 7B",7B,10024,1,0,19,"6,743",2026,2015,2,R4,$   - 0,01/03/2019
1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1235,1016,,R4,"250 W 88TH STREET, 303",303,10024,1,0,1,"10,070",618,1900,2,R4,"$   910,000",01/03/2019
1,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS,2,1893,35,,D4,"375 RIVERSIDE DRIVE, 4C",,10025,0,0,0,0,0,1922,2,D4,"$   1,325,000",01/03/2019
1,UPPER WEST SIDE (96-116),17 CONDO COOPS,2,1874,1002,,R9,"235 W 102ND STREET, 9W",,10025,0,0,0,0,0,1910,2,R9,"$   367,000",01/03/2019
1,WASHINGTON HEIGHTS LOWER,13 CONDOS - ELEVATOR APARTMENTS,2,2134,1111,,R4,"801 RIVERSIDE DRIVE, 2C",2C,10032,1,0,1,"11,899",462,1920,2,R4,$   - 0,01/03/2019
2,BAYCHESTER,02 TWO FAMILY DWELLINGS,1,4951,70,,B3,3712 ROMBOUTS AVENUE,,10466,2,0,2,"2,500",1488,1925,1,B3,"$   560,000",01/03/2019
2,BAYCHESTER,29 COMMERCIAL GARAGES,4,4952,60,,G2,3740 MERRITT AVENUE,,10466,0,1,1,"13,301",2400,1984,4,G2,"$   1,650,000",01/03/2019
2,BRONXDALE,02 TWO FAMILY DWELLINGS,1,4434,43,,B1,2547 HOLLAND AVENUE,,10467,2,0,2,"2,500",2400,1910,1,B1,$   - 0,01/03/2019
2,COUNTRY CLUB,03 THREE FAMILY DWELLINGS,1,5413,17,,C0,1623 KENNELWORTH PL,,10465,3,0,3,"4,268",2376,1925,1,C0,"$   595,000",01/03/2019
2,COUNTRY CLUB,06 TAX CLASS 1 - OTHER,1,5413,19,,Z0,1621 KENNELWORTH PL,,10465,0,0,0,"2,500",0,0,1,Z0,"$   75,000",01/03/2019
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,3258,13,,D4,"3311 GILES PLACE, 4M",,10463,0,0,0,0,0,1962,2,D4,"$   177,500",01/03/2019
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4111,38,,B1,1151 PIERCE AVENUE,,10461,2,0,2,"2,500",3072,1965,1,B1,$   - 0,01/03/2019
2,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS,1,2580,4,,C0,500 CONCORD AVENUE,,10455,3,0,3,"1,950",3252,1910,1,C0,"$   687,000",01/03/2019
2,MOTT HAVEN/PORT MORRIS,27 FACTORIES,4,2587,72,,F5,795 EAST 135TH STREET,,10454,0,1,1,"4,938",9800,1960,4,F5,$   10,01/03/2019
2,PARKCHESTER,03 THREE FAMILY DWELLINGS,1,3932,60,,C0,2036 BENEDICT AVENUE,,10462,3,0,3,"2,535",2858,1920,1,C0,"$   840,000",01/03/2019
2,PELHAM PARKWAY SOUTH,01 ONE FAMILY DWELLINGS,1,4203,20,,A5,1827 NARRAGANSETT AVENUE,,10461,1,0,1,"2,417",2030,1940,1,A5,$   - 0,01/03/2019
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5725,767,,D4,"609 KAPPOCK ST, 5C",,10463,0,0,0,0,0,1962,2,D4,"$   451,000",01/03/2019
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,2,5909,970,,D4,"4555 HENRY HUDSON PARKWAY, A610",,10471,0,0,0,0,0,1953,2,D4,$   - 0,01/03/2019
2,SOUNDVIEW,01 ONE FAMILY DWELLINGS,1,3460,53,,A2,231 BETTS AVENUE,,10473,1,0,1,"3,300",1455,1901,1,A2,$   10,01/03/2019
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS,1,3879,21,,B2,1338 THIERIOT AVE,,10472,2,0,2,"2,500",2298,1920,1,B2,"$   749,000",01/03/2019
2,SOUNDVIEW,03 THREE FAMILY DWELLINGS,1,3597,26,,C0,730 ST LAWRENCE AVENUE,,10473,3,0,3,"2,500",2406,1920,1,C0,"$   480,000",01/03/2019
2,VAN CORTLANDT PARK,10 COOPS - ELEVATOR APARTMENTS,2,5802,1294,,D4,"6035 BROADWAY, 4B",,10471,0,0,0,0,0,1961,2,D4,"$   265,000",01/03/2019
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6372,80,,C0,70 BAY 22ND STREET,,11214,3,0,3,"4,947",3248,1930,1,C0,"$   2,050,000",01/03/2019
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6413,1105,,R3,"155 BAY 28TH STREET, 1A",1A,11214,1,0,1,0,1846,2014,1,R3,"$   810,000",01/03/2019
3,BATH BEACH,44 CONDO PARKING,4,6413,1101,,RP,"155 BAY 28TH STREET, P1",P1,11214,0,1,1,0,0,2014,4,RP,"$   810,000",01/03/2019
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1834,9,,B3,288 JEFFERSON AVENUE,,11216,2,0,2,"2,000",3600,1899,1,B3,"$   3,100,000",01/03/2019
3,BENSONHURST,02 TWO FAMILY DWELLINGS,1,5578,55,,B1,1953 BAY RIDGE AVENUE,,11204,2,0,2,"2,500",2200,1920,1,B1,"$   1,370,000",01/03/2019
3,BENSONHURST,02 TWO FAMILY DWELLINGS,1,6295,26,,B3,1648 81ST STREET,,11214,2,0,2,"1,700",3096,1935,1,B3,$   - 0,01/03/2019
3,BENSONHURST,02 TWO FAMILY DWELLINGS,1,6848,13,,B3,2316 80TH STREET,,11214,2,0,2,"2,000",1410,1925,1,B3,$   - 0,01/03/2019
3,BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5430,53,,A5,1561 44,,11219,1,0,1,"2,003",1704,1910,1,A5,$   - 0,01/03/2019
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,5624,1202,,R1,"1473 47TH STREET, 2",2,11219,1,0,1,0,2104,2015,2,R1,"$   1,200,000",01/03/2019
3,BUSHWICK,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3314,1001,,R1,"139 GROVE STREET, 1F",1F,11221,1,0,8,"3,500",9975,2016,2,R1,"$   560,064",01/03/2019
3,CANARSIE,01 ONE FAMILY DWELLINGS,1,8218,68,,A5,1322 EAST 92ND STREET,,11236,1,0,1,"2,626",1296,1965,1,A5,"$   549,000",01/03/2019
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8076,19,,B9,1336 EAST 86TH STREET,,11236,2,0,2,"2,000",1540,1955,1,B9,$   - 0,01/03/2019
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8252,24,,B1,10560 FLATLANDS 3 STREET,,11236,2,0,2,"2,200",2200,1960,1,B1,"$   815,000",01/03/2019
3,CLINTON HILL,13 CONDOS - ELEVATOR APARTMENTS,2,1893,1103,,R4,"72 STEUBEN STREET, 2A",2A,11205,1,0,1,"5,000",678,2007,2,R4,$   - 0,01/03/2019
3,CLINTON HILL,13 CONDOS - ELEVATOR APARTMENTS,2,2013,1342,,R4,"545 WASHINGTON AVENUE, 507",507,11238,1,0,1,"26,851",806,2009,2,R4,$   10,01/03/2019
3,CONEY ISLAND,01 ONE FAMILY DWELLINGS,1,7047,101,,A5,3328 MERMAID AVENUE,,11224,1,0,1,"1,757",1236,1999,1,A5,$   - 0,01/03/2019
3,CONEY ISLAND,03 THREE FAMILY DWELLINGS,1,7019,28,,C0,2848 WEST 19 STREET,,11224,3,0,3,"2,375",2204,1920,1,C0,"$   460,000",01/03/2019
3,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS,1,1223,75,,C0,929 ST MARKS AVENUE,,11213,3,0,3,"2,712",4380,1915,1,C0,"$   80,000",01/03/2019
3,CROWN HEIGHTS,12 CONDOS - WALKUP APARTMENTS,2,1219,1012,,R2,"1062 BERGEN STREET, 3D",3D,11216,1,0,1,864,433,1900,2,R2,"$   480,000",01/03/2019
3,CROWN HEIGHTS,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,1233,1208,,R1,"720 NOSTRAND AVENUE, 5F",5F,11216,1,0,1,0,1043,2016,2,R1,"$   891,987",01/03/2019
3,CROWN HEIGHTS,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,1361,1002,,R1,"1204 ST MARKS AVENUE, 1R",1R,11213,1,0,1,0,1448,2016,2,R1,"$   762,669",01/03/2019
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,1,3671,29,,B2,138 VERMONT STREET,,11207,2,0,2,"2,500",1200,1901,1,B2,"$   505,000",01/03/2019
